id,original,segmented,tagged
386,"سره له دې چې د سینې د سرطان په درملنې کې د پام وړ پرمختګونه رامنځته شوي ، خو بیا هم دغه ناروغي په سرطان باندې د اخته ښځو د مړینو عمده عامل دی","سرهSلهSدېBچېBدBسینېBدBسرطانBپهBدرملنېBکېBدBپامBوړBپرمختګونهBرامنځتهBشويB،BخوBبیاBهمBدغهBناروغيBپهBسرطانBباندېBدBاختهBښځوBدBمړینوBعمدهBعاملBدی","[[""سره له دې"", ""RB""], [""چې"", ""CC""], [""د"", ""IN""], [""سینې"", ""NN.C.1.F""], [""د"", ""IN""], [""سرطان"", ""NN.C.1.M""], [""په"", ""IN""], [""درملنې"", ""NN.C.1.F""], [""کې"", ""PT""], [""د"", ""IN""], [""پام"", ""NN.C.1.M""], [""وړ"", ""JJ""], [""پرمختګونه"", ""NN.C.2""], [""رامنځته"", ""RB""], [""شوي"", ""VB.DX""], [""،"", ""PU""], [""خو"", ""CC""], [""بیا"", ""RB""], [""هم"", ""RB""], [""دغه"", ""DT""], [""ناروغي"", ""NN.C.1.F""], [""په"", ""IN""], [""سرطان"", ""NN.C.1.M""], [""باندې"", ""RB""], [""د"", ""IN""], [""اخته"", ""JJ""], [""ښځو"", ""NN.C.2""], [""د"", ""IN""], [""مړینو"", ""NN.C.2""], [""عمده"", ""JJ""], [""عامل"", ""NN.C.1.M""], [""دی"", ""VB.PC""]]"
387,"که زيات وزن لری نو د کولېسټرولو د زياتوالي له خطر سره نور ډېر نېږدې ياست ، له همدې کبله په دې برخه کې به لومړی کار دا وي چې خپل وزن کم کړی ، او که وزن مو کم وي نو هڅه به دا کوی چې خپل وزن همداسې کم وساتئ","کهBزياتBوزنBلریBنوBدBکولېسټرولوBدBزياتواليBلهBخطرBسرهBنورBډېرBنېږدېBياستB،BلهBهمدېBکبلهBپهBدېBبرخهBکېBبهBلومړیBکارBداBويBچېBخپلBوزنBکمBکړیB،BاوBکهBوزنBموBکمBويBنوBهڅهBبهBداBکویBچېBخپلBوزنBهمداسېBکمBوساتئ","[[""که"", ""RP""], [""زيات"", ""JJ""], [""وزن"", ""NN.C.1.M""], [""لری"", ""JJ""], [""نو"", ""CC""], [""د"", ""IN""], [""کولېسټرولو"", ""NN.C.2""], [""د"", ""IN""], [""زياتوالي"", ""NN.C.2""], [""له"", ""IN""], [""خطر"", ""NN.C.1.M""], [""سره"", ""PT""], [""نور"", ""JJ""], [""ډېر"", ""JJ""], [""نېږدې"", ""JJ""], [""ياست"", ""VB.PC""], [""،"", ""PU""], [""له"", ""IN""], [""همدې"", ""DT""], [""کبله"", ""RB""], [""په"", ""IN""], [""دې"", ""DT""], [""برخه"", ""NN.C.1.F""], [""کې"", ""PT""], [""به"", ""BA""], [""لومړی"", ""JJ""], [""کار"", ""NN.C.1.M""], [""دا"", ""DT""], [""وي"", ""VB.DC""], [""چې"", ""CC""], [""خپل"", ""JJ""], [""وزن"", ""NN.C.1.M""], [""کم"", ""JJ""], [""کړی"", ""VB.DX""], [""،"", ""PU""], [""او"", ""CC""], [""که"", ""RP""], [""وزن"", ""NN.C.1.M""], [""مو"", ""PR.C""], [""کم"", ""JJ""], [""وي"", ""VB.DC""], [""نو"", ""CC""], [""هڅه"", ""NN.C.1.F""], [""به"", ""BA""], [""دا"", ""DT""], [""کوی"", ""VB.DX""], [""چې"", ""CC""], [""خپل"", ""JJ""], [""وزن"", ""NN.C.1.M""], [""همداسې"", ""RB""], [""کم"", ""JJ""], [""وساتئ"", ""VB.IMP""]]"
388,"طالب هېڅ رحم نه کوي ، ظالم دی ، کافر دی ، ځکه پر مسلمانانو بريد کافر کوي ، نه اسلامپاله","طالبBهېڅBرحمBنهBکويB،BظالمBدیB،BکافرBدیB،BځکهBپرBمسلمانانوBبريدBکافرBکويB،BنهBاسلامپاله","[[""طالب"", ""NN.C.1.M""], [""هېڅ"", ""RP""], [""رحم"", ""NN.C.1.M""], [""نه"", ""PT""], [""کوي"", ""VB.PX""], [""،"", ""PU""], [""ظالم"", ""JJ""], [""دی"", ""VB.PC""], [""،"", ""PU""], [""کافر"", ""JJ""], [""دی"", ""VB.PC""], [""،"", ""PU""], [""ځکه"", ""RB""], [""پر"", ""IN""], [""مسلمانانو"", ""NN.C.2""], [""بريد"", ""NN.C.1.M""], [""کافر"", ""JJ""], [""کوي"", ""VB.PX""], [""،"", ""PU""], [""نه"", ""PT""], [""اسلامپاله"", ""JJ""]]"
389,هغوی وویل چې له افغانستان سره سرحد باندې هم قیودات زیاتوي او چا ته د تګ راتګ اجازه نه ورکوي دوی ویره لري چې افغانستان کې بل شوی اور به یې تر کاله ورشي او وبه یې سوځوي,هغویBوویلBچېBلهBافغانستانBسرهBسرحدBباندېBهمBقیوداتBزیاتويBاوBچاBتهBدBتګSراتګBاجازهBنهBورکويBدویBویرهBلريBچېBافغانستانBکېBبلBشویBاورBبهBیېBترBکالهBورشيBاوBوبهBیېBسوځوي,"[[""هغوی"", ""PR.P.iii""], [""وویل"", ""VB.INF""], [""چې"", ""CC""], [""له"", ""IN""], [""افغانستان"", ""NN.P""], [""سره"", ""PT""], [""سرحد"", ""NN.C.1.M""], [""باندې"", ""RB""], [""هم"", ""RB""], [""قیودات"", ""NN.C.2""], [""زیاتوي"", ""VB.P""], [""او"", ""CC""], [""چا"", ""PR.W""], [""ته"", ""PT""], [""د"", ""IN""], [""تګ راتګ"", ""NN.C.1.M""], [""اجازه"", ""NN.C.1.F""], [""نه"", ""PT""], [""ورکوي"", ""VB.P""], [""دوی"", ""PR.P.iii""], [""ویره"", ""NN.C.1.F""], [""لري"", ""VB.P""], [""چې"", ""CC""], [""افغانستان"", ""NN.P""], [""کې"", ""PT""], [""بل"", ""JJ""], [""شوی"", ""VB.DX""], [""اور"", ""NN.C.1.M""], [""به"", ""BA""], [""یې"", ""PR.C""], [""تر"", ""IN""], [""کاله"", ""NN.C.2""], [""ورشي"", ""VB.H""], [""او"", ""CC""], [""وبه"", ""BA""], [""یې"", ""PR.C""], [""سوځوي"", ""VB.P""]]"
390,رحمت الله د طالبانو له واکمنېدو سره ایران ته تللی و او په دې وروستیو کې د یوې خپلوان د مړینې له کبله هیواد ته ستون شوی و چې له دې پیښې سره مخ شو,رحمتSاللهBدBطالبانوBلهBواکمنېدوBسرهBایرانBتهBتللیBوBاوBپهBدېBوروستیوBکېBدBیوېBخپلوانBدBمړینېBلهSکبلهBهیوادBتهBستونBشویBوBچېBلهBدېBپیښېBسرهBمخBشو,"[[""رحمت الله"", ""NN.P""], [""د"", ""IN""], [""طالبانو"", ""NN.C.2""], [""له"", ""IN""], [""واکمنېدو"", ""VB.G""], [""سره"", ""PT""], [""ایران"", ""NN.P""], [""ته"", ""PT""], [""تللی"", ""VB.D""], [""و"", ""VB.DC""], [""او"", ""CC""], [""په"", ""IN""], [""دې"", ""DT""], [""وروستیو"", ""JJ""], [""کې"", ""PT""], [""د"", ""IN""], [""یوې"", ""DT""], [""خپلوان"", ""NN.C.2""], [""د"", ""IN""], [""مړینې"", ""NN.C.1.F""], [""له کبله"", ""RB""], [""هیواد"", ""NN.C.1.M""], [""ته"", ""PT""], [""ستون"", ""JJ""], [""شوی"", ""VB.DX""], [""و"", ""VB.DC""], [""چې"", ""CC""], [""له"", ""IN""], [""دې"", ""DT""], [""پیښې"", ""NN.C.1.F""], [""سره"", ""PT""], [""مخ"", ""NN.C.1.M""], [""شو"", ""VB.DX""]]"
391,"له همدې امله پښتانه له ډیره موده راهیسې په دې توانیدلي دي ، چې یو خپلواک سیسټم د خپلو ټولنیز چارو د کنټرول او سمبالښت لپاره په پښو ودروي","لهBهمدېBاملهBپښتانهBلهBډیرهBمودهBراهیسېBپهBدېBتوانیدليBديB،BچېBیوBخپلواکBسیسټمBدBخپلوBټولنیزBچاروBدBکنټرولBاوBسمبالښتBلپارهBپهBپښوBودروي","[[""له"", ""IN""], [""همدې"", ""DT""], [""امله"", ""NN.C.1.F""], [""پښتانه"", ""NN.C.2""], [""له"", ""IN""], [""ډیره"", ""JJ""], [""موده"", ""NN.C.1.F""], [""راهیسې"", ""RB""], [""په"", ""IN""], [""دې"", ""DT""], [""توانیدلي"", ""VB.D""], [""دي"", ""VB.PC""], [""،"", ""PU""], [""چې"", ""CC""], [""یو"", ""DT""], [""خپلواک"", ""JJ""], [""سیسټم"", ""NN.C.1.M""], [""د"", ""IN""], [""خپلو"", ""JJ""], [""ټولنیز"", ""JJ""], [""چارو"", ""NN.C.1.M""], [""د"", ""IN""], [""کنټرول"", ""NN.C.1.M""], [""او"", ""CC""], [""سمبالښت"", ""NN.C.1.M""], [""لپاره"", ""PT""], [""په"", ""IN""], [""پښو"", ""NN.C.2""], [""ودروي"", ""VB.H""]]"
392,"د ده په خبره ، دوی هڅه کوي ، چې د دغه فعالیت د دوام لپاره ښځینه لوبغاړو ته لازم امکانات برابر کړي","دBدهBپهBخبرهB،BدویBهڅهBکويB،BچېBدBدغهBفعالیتBدBدوامBلپارهBښځینهBلوبغاړوBتهBلازمBامکاناتBبرابرBکړي","[[""د"", ""IN""], [""ده"", ""VB.PC""], [""په"", ""IN""], [""خبره"", ""NN.C.1.F""], [""،"", ""PU""], [""دوی"", ""PR.P.iii""], [""هڅه"", ""NN.C.1.F""], [""کوي"", ""VB.PX""], [""،"", ""PU""], [""چې"", ""CC""], [""د"", ""IN""], [""دغه"", ""DT""], [""فعالیت"", ""NN.C.1.M""], [""د"", ""IN""], [""دوام"", ""NN.C.1.M""], [""لپاره"", ""PT""], [""ښځینه"", ""JJ""], [""لوبغاړو"", ""NN.C.2""], [""ته"", ""PT""], [""لازم"", ""JJ""], [""امکانات"", ""NN.C.2""], [""برابر"", ""JJ""], [""کړي"", ""VB.DX""]]"
393,"خو یادو ادارو ته به د دې پانګې له ورکړې مخکې د افغانستان بیا رغاونې صندوق اې ار ټي ایف ، چې کنټرول د نړیوال بانک په واک کې دی ، له ۳۰ بسپنه ورکوونکو اجازه اخیستل کېږي","خوBیادوBاداروBتهBبهBدBدېBپانګېBلهBورکړېBمخکېBدBافغانستانBبیاBرغاونېBصندوقBاېBارSټيBایفB،BچېBکنټرولBدBنړیوالBبانکBپهBواکBکېBدیB،BلهB۳۰BبسپنهBورکوونکوBاجازهBاخیستلBکېږي","[[""خو"", ""CC""], [""یادو"", ""JJ""], [""ادارو"", ""NN.C.2""], [""ته"", ""PT""], [""به"", ""BA""], [""د"", ""IN""], [""دې"", ""DT""], [""پانګې"", ""NN.C.1.F""], [""له"", ""IN""], [""ورکړې"", ""VB.D""], [""مخکې"", ""JJ""], [""د"", ""IN""], [""افغانستان"", ""NN.P""], [""بیا"", ""RB""], [""رغاونې"", ""NN.C.1.F""], [""صندوق"", ""NN.C.1.M""], [""اې"", ""UH""], [""ار ټي"", ""AB""], [""ایف"", ""FW""], [""،"", ""PU""], [""چې"", ""CC""], [""کنټرول"", ""NN.C.1.M""], [""د"", ""IN""], [""نړیوال"", ""JJ""], [""بانک"", ""NN.C.1.M""], [""په"", ""IN""], [""واک"", ""NN.C.1.M""], [""کې"", ""PT""], [""دی"", ""VB.PC""], [""،"", ""PU""], [""له"", ""IN""], [""۳۰"", ""NB""], [""بسپنه"", ""NN.C.1.F""], [""ورکوونکو"", ""NN.C.2""], [""اجازه"", ""NN.C.1.F""], [""اخیستل"", ""VB.INF""], [""کېږي"", ""VB.P""]]"
394,"تاريخ حيات افغاني ، مخ ، د پېښور چاپ پښتنې قبيلې وپيژنئ خېبر ويب پاڼه","تاريخBحياتBافغانيB،BمخB،BدBپېښورBچاپBپښتنېBقبيلېBوپيژنئBخېبرBويبBپاڼه","[[""تاريخ"", ""NN.C.1.M""], [""حيات"", ""NN.C.1.M""], [""افغاني"", ""JJ""], [""،"", ""PU""], [""مخ"", ""NN.C.1.M""], [""،"", ""PU""], [""د"", ""IN""], [""پېښور"", ""NN.P""], [""چاپ"", ""NN.C.1.M""], [""پښتنې"", ""JJ""], [""قبيلې"", ""NN.C.2""], [""وپيژنئ"", ""VB.IMP""], [""خېبر"", ""NN.P""], [""ويب"", ""NN.C.1.M""], [""پاڼه"", ""NN.C.1.F""]]"
395,د افغانستان ننګرهار ولايت کښې د طالبانو په مرکز امريکني جنګي الوتکو بمباري کړې چې په نتيجه کښې د دغه صوبې لپاره د طالبانو نائب والي شيخ زر محمد پشمول اوولس جنګيالي وژلي شوي دي,دBافغانستانBننګرهارBولايتBکښېBدBطالبانوBپهBمرکزBامريکنيBجنګيBالوتکوBبمباريBکړېBچېBپهBنتيجهBکښېBدBدغهBصوبېBلپارهBدBطالبانوBنائبBواليBشيخBزرBمحمدBپشمولBاوولسBجنګياليBوژليBشويBدي,"[[""د"", ""IN""], [""افغانستان"", ""NN.P""], [""ننګرهار"", ""NN.P""], [""ولايت"", ""NN.C.1.M""], [""کښې"", ""PT""], [""د"", ""IN""], [""طالبانو"", ""NN.C.2""], [""په"", ""IN""], [""مرکز"", ""NN.C.1.M""], [""امريکني"", ""JJ""], [""جنګي"", ""JJ""], [""الوتکو"", ""NN.C.2""], [""بمباري"", ""NN.C.1.F""], [""کړې"", ""VB.DX""], [""چې"", ""CC""], [""په"", ""IN""], [""نتيجه"", ""NN.C.1.F""], [""کښې"", ""PT""], [""د"", ""IN""], [""دغه"", ""DT""], [""صوبې"", ""NN.C.1.F""], [""لپاره"", ""PT""], [""د"", ""IN""], [""طالبانو"", ""NN.C.2""], [""نائب"", ""NN.C.1.M""], [""والي"", ""NN.C.1.F""], [""شيخ"", ""NN.C.1.M""], [""زر"", ""NB""], [""محمد"", ""NN.P""], [""پشمول"", ""RB""], [""اوولس"", ""NB""], [""جنګيالي"", ""JJ""], [""وژلي"", ""VB.D""], [""شوي"", ""VB.DX""], [""دي"", ""VB.PC""]]"
396,چې په ځانګړي توګه د دغه ناروغانو بدن د سترس,چېBپهBځانګړيBتوګهBدBدغهBناروغانوBبدنBدBسترس,"[[""چې"", ""CC""], [""په"", ""IN""], [""ځانګړي"", ""JJ""], [""توګه"", ""NN.C.1.F""], [""د"", ""IN""], [""دغه"", ""DT""], [""ناروغانو"", ""NN.C.2""], [""بدن"", ""NN.C.1.M""], [""د"", ""IN""], [""سترس"", ""NN.C.1.M""]]"
397,تحقیقات او دا ډول نور کارونه پکې شامل دي,تحقیقاتBاوBداBډولBنورBکارونهBپکېBشاملBدي,"[[""تحقیقات"", ""NN.C.2""], [""او"", ""CC""], [""دا"", ""DT""], [""ډول"", ""NN.C.1.M""], [""نور"", ""JJ""], [""کارونه"", ""NN.C.2""], [""پکې"", ""RB""], [""شامل"", ""JJ""], [""دي"", ""VB.PC""]]"
398,"نو مونږ له دوی نه انتقام واخيست ، نو ته وګوره د تکذیب کوونکو انجام څنګه و","نوBمونږBلهBدویBنهBانتقامBواخيستB،BنوBتهBوګورهBدBتکذیبBکوونکوBانجامBڅنګهBو","[[""نو"", ""CC""], [""مونږ"", ""PR.P.i""], [""له"", ""IN""], [""دوی"", ""PR.P.iii""], [""نه"", ""PT""], [""انتقام"", ""NN.C.1.M""], [""واخيست"", ""VB.D""], [""،"", ""PU""], [""نو"", ""CC""], [""ته"", ""PT""], [""وګوره"", ""VB.IMP""], [""د"", ""IN""], [""تکذیب"", ""JJ""], [""کوونکو"", ""JJ""], [""انجام"", ""NN.C.1.M""], [""څنګه"", ""RB""], [""و"", ""VB.DC""]]"
399,"د سل واړه کورنيو غړي له موټرو څخه زندان کې ښکته کړای شول خو دا تمه ورکړل شوې وه ، چې سبا ته به د خپلې سيمې پر لور روانېږي خو داسې ونه شول","دBسلBواړهBکورنيوBغړيBلهBموټروBڅخهBزندانBکېBښکتهBکړایBشولBخوBداBتمهBورکړلBشوېBوهB،BچېBسباBتهBبهBدBخپلېBسيمېBپرBلورBروانېږيBخوBداسېBونهBشول","[[""د"", ""IN""], [""سل"", ""NB""], [""واړه"", ""JJ""], [""کورنيو"", ""JJ""], [""غړي"", ""NN.C.2""], [""له"", ""IN""], [""موټرو"", ""NN.C.2""], [""څخه"", ""PT""], [""زندان"", ""NN.C.1.M""], [""کې"", ""PT""], [""ښکته"", ""RB""], [""کړای"", ""VB.DX""], [""شول"", ""VB.DX""], [""خو"", ""CC""], [""دا"", ""DT""], [""تمه"", ""NN.C.2""], [""ورکړل"", ""VB.D""], [""شوې"", ""VB.DX""], [""وه"", ""VB.DC""], [""،"", ""PU""], [""چې"", ""CC""], [""سبا"", ""RB""], [""ته"", ""PT""], [""به"", ""BA""], [""د"", ""IN""], [""خپلې"", ""JJ""], [""سيمې"", ""NN.C.1.F""], [""پر"", ""IN""], [""لور"", ""NN.C.1.M""], [""روانېږي"", ""VB.P""], [""خو"", ""CC""], [""داسې"", ""RB""], [""ونه"", ""RB""], [""شول"", ""VB.DX""]]"
400,د پخواني کپتان اصغر افغان ترڅنګ د هغه ورور کریم جنت هم په سکواډ کې اخیستل شوی,دBپخوانيBکپتانBاصغرSافغانBترڅنګBدBهغهBورورBکریمSجنتBهمBپهBسکواډBکېBاخیستلBشوی,"[[""د"", ""IN""], [""پخواني"", ""JJ""], [""کپتان"", ""JJ""], [""اصغر افغان"", ""NN.P""], [""ترڅنګ"", ""RB""], [""د"", ""IN""], [""هغه"", ""DT""], [""ورور"", ""NN.C.1.F""], [""کریم جنت"", ""NN.P""], [""هم"", ""RB""], [""په"", ""IN""], [""سکواډ"", ""NN.C.1.M""], [""کې"", ""PT""], [""اخیستل"", ""VB.INF""], [""شوی"", ""VB.DX""]]"
401,"میلیون ټنو ډېر غنم تولیدېږي ، خو دا اندازه کورنۍ اړتیا نه پوره کوي او افغانستان نږدې دوه میلیون ټنه اوړه او غنم له منځنۍ اسیا او پاکستان واردوي","میلیونBټنوBډېرBغنمBتولیدېږيB،BخوBداBاندازهBکورنۍBاړتیاBنهBپورهBکويBاوBافغانستانBنږدېBدوهBمیلیونBټنهBاوړهBاوBغنمBلهBمنځنۍSاسیاBاوBپاکستانBواردوي","[[""میلیون"", ""NB""], [""ټنو"", ""NN.C.2""], [""ډېر"", ""JJ""], [""غنم"", ""NN.C.1.M""], [""تولیدېږي"", ""VB.P""], [""،"", ""PU""], [""خو"", ""CC""], [""دا"", ""DT""], [""اندازه"", ""NN.C.1.F""], [""کورنۍ"", ""NN.C.1.F""], [""اړتیا"", ""NN.C.1.F""], [""نه"", ""PT""], [""پوره"", ""JJ""], [""کوي"", ""VB.PX""], [""او"", ""CC""], [""افغانستان"", ""NN.P""], [""نږدې"", ""JJ""], [""دوه"", ""NB""], [""میلیون"", ""NB""], [""ټنه"", ""NN.C.2""], [""اوړه"", ""NN.C.2""], [""او"", ""CC""], [""غنم"", ""NN.C.1.M""], [""له"", ""IN""], [""منځنۍ اسیا"", ""NN.P""], [""او"", ""CC""], [""پاکستان"", ""NN.P""], [""واردوي"", ""VB.P""]]"
402,ابراهیمي رئیسي د ایران مذهبي مشر ایت الله علي خامنه یي ته ډېر نژدې کس بلل کیږي,ابراهیميSرئیسيBدBایرانBمذهبيBمشرBایتSاللهSعليSخامنهSیيBتهBډېرBنژدېBکسBبللBکیږي,"[[""ابراهیمي رئیسي"", ""NN.P""], [""د"", ""IN""], [""ایران"", ""NN.P""], [""مذهبي"", ""JJ""], [""مشر"", ""JJ""], [""ایت الله علي خامنه یي"", ""NN.P""], [""ته"", ""PT""], [""ډېر"", ""JJ""], [""نژدې"", ""RB""], [""کس"", ""NN.C.1.M""], [""بلل"", ""VB.INF""], [""کیږي"", ""VB.P""]]"
403,سره له دې چې زکام دومره مهمه ناروغي نه ده په ظاهره توګه همدا ساده ناروغي کله ناکله د دې لامل ګرځي چې وګړي د يو څه مودې لپاره پر کور بستر شي او له خپلو ورځنيو کارونو څخه شاته پاتې شي,سرهSلهSدېBچېBزکامBدومرهBمهمهBناروغيBنهBدهBپهBظاهرهBتوګهBهمداBسادهBناروغيBکلهSناکلهBدBدېBلاملBګرځيBچېBوګړيBدBيوBڅهBمودېBلپارهBپرBکورBبسترBشيBاوBلهBخپلوBورځنيوBکارونوBڅخهBشاتهBپاتېBشي,"[[""سره له دې"",""RB""],[""چې"",""CC""],[""زکام"",""NN.C.1.M""],[""دومره"",""JJ""],[""مهمه"",""JJ""],[""ناروغي"",""NN.C.1.F""],[""نه"",""PT""],[""ده"",""VB.PC""],[""په"",""IN""],[""ظاهره"",""JJ""],[""توګه"",""NN.C.1.F""],[""همدا"",""DT""],[""ساده"",""JJ""],[""ناروغي"",""NN.C.1.F""],[""کله ناکله"",""RB""],[""د"",""IN""],[""دې"",""DT""],[""لامل"",""NN.C.1.M""],[""ګرځي"",""VB.P""],[""چې"",""CC""],[""وګړي"",""NN.C.2""],[""د"",""IN""],[""يو"",""DT""],[""څه"",""RB""],[""مودې"",""NN.C.1.F""],[""لپاره"",""PT""],[""پر"",""IN""],[""کور"",""RB""],[""بستر"",""NN.C.1.M""],[""شي"",""VB.H""],[""او"",""CC""],[""له"",""IN""],[""خپلو"",""JJ""],[""ورځنيو"",""FX""],[""کارونو"",""NN.C.2""],[""څخه"",""PT""],[""شاته"",""RB""],[""پاتې"",""JJ""],[""شي"",""VB.H""]]"
404,"ای سي سي وایي ، د ۲۰۱۸ کال د اپرېل پر ۲۶ مه نېټه هم په دې لوبه کې نامالومو کسانو له شکېب نه غوښتي وو چې فساد وکړي ، او ده یو ځل بیا د دې پېښې په اړه حال نه و ویلی","ایSسيSسيBوایيB،BدB۲۰۱۸BکالBدBاپرېلBپرB۲۶BمهBنېټهBهمBپهBدېBلوبهBکېBنامالوموBکسانوBلهBشکېبBنهBغوښتيBووBچېBفسادBوکړيB،BاوBدهBیوBځلBبیاBدBدېBپېښېBپهBاړهBحالBنهBوBویلی","[[""ای سي سي"", ""NN.P""], [""وایي"", ""VB.P""], [""،"", ""PU""], [""د"", ""IN""], [""۲۰۱۸"", ""NB""], [""کال"", ""NN.C.1.M""], [""د"", ""IN""], [""اپرېل"", ""NN.P""], [""پر"", ""IN""], [""۲۶"", ""NB""], [""مه"", ""FX""], [""نېټه"", ""NN.C.1.F""], [""هم"", ""RB""], [""په"", ""IN""], [""دې"", ""DT""], [""لوبه"", ""NN.C.1.F""], [""کې"", ""PT""], [""نامالومو"", ""JJ""], [""کسانو"", ""NN.C.2""], [""له"", ""IN""], [""شکېب"", ""NN.P""], [""نه"", ""PT""], [""غوښتي"", ""JJ""], [""وو"", ""VB.DC""], [""چې"", ""CC""], [""فساد"", ""NN.C.1.M""], [""وکړي"", ""VB.H""], [""،"", ""PU""], [""او"", ""CC""], [""ده"", ""VB.PC""], [""یو"", ""DT""], [""ځل"", ""NN.C.1.M""], [""بیا"", ""RB""], [""د"", ""IN""], [""دې"", ""DT""], [""پېښې"", ""NN.C.1.F""], [""په"", ""IN""], [""اړه"", ""NN.C.1.F""], [""حال"", ""NN.C.1.M""], [""نه"", ""PT""], [""و"", ""VB.DC""], [""ویلی"", ""VB.D""]]"
